date;code_etu;nature;duree_retard;justifiee;excusee;enseignant;cours;type;duree_cours
2022-04-14T13:30:00;52;absence;;true;false;Enseignant007;R2.12 Anglais;TP;90
2022-05-03T08:30:00;8;absence;;false;true;Enseignant002;R2.08 Outils numériques pour les statistiques descriptives;TD;90
2022-05-03T11:30:00;8;absence;;false;true;Enseignant001;R2.11 Introduction au Droit;CM;60
2022-05-03T14:00:00;8;absence;;false;true;Enseignant016;R2.01 Développement orienté objets;TD;90
2022-05-03T14:00:00;51;absence;;false;true;Enseignant016;R2.01 Développement orienté objets;TD;90
2022-05-04T14:00:00;29;absence;;false;false;Enseignant016;R2.01 Développement orienté objets;TD;90
2022-05-11T08:00:00;8;absence;;true;false;Enseignant001;R2.11 Introduction au Droit;CM;60
2022-05-11T08:00:00;34;absence;;false;false;Enseignant001;R2.11 Introduction au Droit;CM;60
2022-05-11T08:00:00;52;absence;;true;false;Enseignant001;R2.11 Introduction au Droit;CM;60
2022-05-11T09:20:00;52;absence;;true;false;Enseignant007;R2.12 Anglais;TP;90
